open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume
2024-01-01 00:00:00,42314.0,42832.0,42270.0,42369.8,30275.835,2024-01-01 03:59:59.999,1287809510.52051,315524,15114.205,642907719.81483
2024-01-01 04:00:00,42369.8,42536.0,42207.9,42527.0,18884.162,2024-01-01 07:59:59.999,800293633.29476,221373,9237.882,391514216.06066
2024-01-01 08:00:00,42527.1,42800.0,42489.4,42727.6,21225.402,2024-01-01 11:59:59.999,905809172.39678,248384,10247.825,437344559.1484
2024-01-01 12:00:00,42727.7,42887.5,42614.5,42818.0,23160.827,2024-01-01 15:59:59.999,989725912.9624,270030,11837.899,505912024.55062
2024-01-01 16:00:00,42818.0,43593.2,42693.1,43556.2,46470.443,2024-01-01 19:59:59.999,2004737325.43862,490527,24796.809,1069930122.3658
2024-01-01 20:00:00,43556.2,44266.0,43426.0,44230.2,66407.475,2024-01-01 23:59:59.999,2909182441.90539,651493,36024.942,1578485274.80815
2024-01-02 00:00:00,44230.3,45565.0,44200.9,45435.0,130549.341,2024-01-02 03:59:59.999,5874015211.51716,1223332,66470.54,2990713171.95764
2024-01-02 04:00:00,45434.9,45832.8,45153.0,45495.5,46617.839,2024-01-02 07:59:59.999,2115910739.17797,511833,22482.188,1020664448.05708
2024-01-02 08:00:00,45495.6,45950.0,45258.0,45486.8,73125.619,2024-01-02 11:59:59.999,3339187313.57821,750516,35963.794,1642534774.78728
2024-01-02 12:00:00,45486.8,45850.0,44868.1,45215.0,98947.373,2024-01-02 15:59:59.999,4488703955.35128,956116,47642.53,2161361853.32722
2024-01-02 16:00:00,45215.0,45449.2,44783.3,45073.2,59665.882,2024-01-02 19:59:59.999,2692348500.33894,631505,29429.371,1328201036.33423
2024-01-02 20:00:00,45073.3,45338.9,44598.0,44979.8,50892.469,2024-01-02 23:59:59.999,2288949912.50329,511597,24784.433,1114959861.31665
2024-01-03 00:00:00,44979.7,45463.5,44895.8,45297.8,27249.852,2024-01-03 03:59:59.999,1232144415.57568,353872,14203.076,642255266.92188
2024-01-03 04:00:00,45297.8,45423.0,44960.0,45030.4,27047.436,2024-01-03 07:59:59.999,1223099949.79355,322356,12672.534,573189648.53076
2024-01-03 08:00:00,45030.5,45582.3,43500.0,43728.9,118206.26,2024-01-03 11:59:59.999,5270187180.87194,1020925,54003.112,2409986829.1129
2024-01-03 12:00:00,43728.9,43738.8,40333.0,43014.0,269274.008,2024-01-03 15:59:59.999,11398331274.75421,2266607,130434.982,5522643279.50478
2024-01-03 16:00:00,43014.0,43595.9,41920.0,42600.4,121646.733,2024-01-03 19:59:59.999,5215446471.80137,1129922,58620.327,2514182838.93036
2024-01-03 20:00:00,42600.4,42974.5,42517.6,42849.5,32430.936,2024-01-03 23:59:59.999,1386943356.63979,391012,15804.064,675866724.28751
2024-01-04 00:00:00,42849.5,43236.0,42625.0,43119.6,32954.43,2024-01-04 03:59:59.999,1414717274.21284,383508,16563.534,711063963.53347
2024-01-04 04:00:00,43119.6,43290.0,42765.0,42775.0,34097.989,2024-01-04 07:59:59.999,1468516286.79333,383654,15401.014,663372436.99052
2024-01-04 08:00:00,42775.1,43255.0,42645.1,43188.2,41353.248,2024-01-04 11:59:59.999,1776977615.63018,506404,20997.519,902400450.66127
2024-01-04 12:00:00,43188.2,44343.1,43107.4,44050.4,89531.705,2024-01-04 15:59:59.999,3911546436.2987,913190,46114.37,2014657477.58816
2024-01-04 16:00:00,44050.4,44437.5,43773.4,43950.0,67286.547,2024-01-04 19:59:59.999,2964046743.08542,788010,33108.679,1458741088.01896
2024-01-04 20:00:00,43950.0,44840.8,43887.2,44143.8,68699.179,2024-01-04 23:59:59.999,3046983632.81812,803493,35141.055,1558854520.02434
2024-01-05 00:00:00,44143.8,44284.0,42300.0,43469.1,92493.981,2024-01-05 03:59:59.999,4024789896.21208,942939,45240.155,1969127807.69815
2024-01-05 04:00:00,43469.5,43951.7,43193.5,43769.6,36820.465,2024-01-05 07:59:59.999,1606175169.55352,471251,18714.767,816520050.05267
2024-01-05 08:00:00,43769.6,44332.4,43459.0,43769.9,53933.111,2024-01-05 11:59:59.999,2369392094.45162,660002,26432.757,1161441160.29717
2024-01-05 12:00:00,43769.9,44119.1,43000.0,43495.2,82365.927,2024-01-05 15:59:59.999,3600049767.17196,938437,40075.833,1752115032.41075
2024-01-05 16:00:00,43495.1,43825.2,43090.0,43599.0,50576.81,2024-01-05 19:59:59.999,2197814330.47632,644196,25723.871,1118027889.92632
2024-01-05 20:00:00,43599.0,44500.0,43559.0,44145.4,58777.497,2024-01-05 23:59:59.999,2584951457.37579,642644,30197.514,1328323119.68841
2024-01-06 00:00:00,44145.3,44214.6,43809.5,43925.8,22344.039,2024-01-06 03:59:59.999,982654275.07201,310751,10718.076,471427033.45904
2024-01-06 04:00:00,43925.8,43972.0,43391.3,43645.3,32223.565,2024-01-06 07:59:59.999,1406062557.96213,414181,16163.733,705284877.68196
2024-01-06 08:00:00,43645.4,43777.5,43550.0,43669.2,18571.596,2024-01-06 11:59:59.999,811021019.71368,257505,9448.34,412651805.54474
2024-01-06 12:00:00,43669.2,43925.0,43527.2,43863.6,21680.915,2024-01-06 15:59:59.999,948751646.46972,314204,11277.899,493576486.41245
2024-01-06 16:00:00,43863.6,44149.9,43817.4,43903.6,23415.539,2024-01-06 19:59:59.999,1029155340.96706,331570,11868.339,521719260.09586
2024-01-06 20:00:00,43903.6,43980.0,43645.0,43956.7,20307.143,2024-01-06 23:59:59.999,890025296.17413,280468,9797.216,429490002.45879
2024-01-07 00:00:00,43956.6,44267.9,43824.2,43937.2,25504.202,2024-01-07 03:59:59.999,1123116701.11406,364956,12581.635,554116041.47261
2024-01-07 04:00:00,43937.1,44099.6,43830.0,44071.5,16798.655,2024-01-07 07:59:59.999,738809589.13677,233876,8417.265,370229182.69824
2024-01-07 08:00:00,44071.6,44161.5,43862.8,44054.0,21062.951,2024-01-07 11:59:59.999,926917320.1163,301862,10246.525,450937089.71855
2024-01-07 12:00:00,44054.0,44486.9,43922.7,44035.0,49020.753,2024-01-07 15:59:59.999,2168662665.12271,621907,24279.517,1074279725.65626
2024-01-07 16:00:00,44034.9,44262.3,43686.9,44238.8,32162.368,2024-01-07 19:59:59.999,1415429429.14971,437442,16308.264,717919693.37781
2024-01-07 20:00:00,44238.8,44262.9,43557.5,43916.9,36161.785,2024-01-07 23:59:59.999,1587405953.23742,466407,17197.829,754875520.05263
2024-01-08 00:00:00,43916.9,43975.0,43158.1,43501.9,49205.414,2024-01-08 03:59:59.999,2142780576.91987,625402,23449.589,1021276784.57041
2024-01-08 04:00:00,43502.0,44431.1,43417.8,43970.0,52687.145,2024-01-08 07:59:59.999,2311716109.63029,578783,27653.619,1213506394.15625
2024-01-08 08:00:00,43969.9,44748.5,43629.7,44637.2,48551.307,2024-01-08 11:59:59.999,2143209002.80012,599443,25587.627,1130060936.52618
